,Survived,Sex,Pclass_1,Pclass_2,Pclass_3,Embarked_0.0,Embarked_1.0,Embarked_2.0,Cabin_Letter_0,Cabin_Letter_1,Cabin_Letter_2,Cabin_Letter_3,Cabin_Letter_4,Cabin_Letter_5,Cabin_Letter_6,Cabin_Letter_7,Age,SibSp,Parch,Fare
58,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1.8198284997744048,0.481287771858981,1.8665256881734007,-0.10684040076581951
59,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.3686935858077107,4.322785902123652,1.8665256881734007,0.2633952389012912
60,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.5035783388588141
61,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6614135270424127,-0.47908676070718687,-0.444999501816175,0.9033325586392215
62,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.1877375933368892,0.481287771858981,-0.444999501816175,0.9705163104848198
63,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.895017652102187,2.4020368369913165,1.8665256881734007,-0.1039403827005419
64,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.1074049376158602
65,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.9927478241687989,0.481287771858981,0.7107630931786129,-0.3485897733781164
66,1.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.015288843907628425,-0.47908676070718687,-0.444999501816175,-0.4403424782727469
67,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.4856156269624844
68,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.9175586718410166,3.3624113695574844,1.8665256881734007,-0.4901261217266795
69,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.24085630089097548,1.4416623044251486,-0.444999501816175,-0.47586769957239783
70,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.21027861307571863,-0.47908676070718687,-0.444999501816175,-0.4403424782727469
71,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.9927478241687989,4.322785902123652,1.8665256881734007,0.2633952389012912
72,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,0.7776651091438576
73,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.24085630089097548,0.481287771858981,-0.444999501816175,-0.3638941353812749
74,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.21027861307571863,-0.47908676070718687,-0.444999501816175,0.4489151945732318
75,0.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4954428215130219
76,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
77,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
78,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-2.133367264981257,-0.47908676070718687,1.8665256881734007,-0.08267358355517258
79,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.40215890707992474
80,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.4693426589255232
81,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.015288843907628425,-0.47908676070718687,-0.444999501816175,-0.45967593204126445
82,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4927844716198507
83,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,0.26726192965499473
84,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.9175586718410166,-0.47908676070718687,-0.444999501816175,-0.4403424782727469
85,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.285467765403501,2.4020368369913165,-0.444999501816175,-0.3369085006111781
86,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.9927478241687989,0.481287771858981,3.022288283168189,0.02124373045060914
87,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
88,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.4664237578743225,2.4020368369913165,1.8665256881734007,4.44135459827793
89,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
90,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.015288843907628425,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
91,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.6919912148576696,-0.47908676070718687,-0.444999501816175,-0.4914949302534906
92,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.2629267456646716,0.481287771858981,-0.444999501816175,0.5393802914468789
93,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.24085630089097548,0.481287771858981,1.8665256881734007,-0.2455579315549328
94,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2.240385725925842,-0.47908676070718687,-0.444999501816175,-0.5031762030204289
95,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
96,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3.14265555385923,-0.47908676070718687,-0.444999501816175,0.026641630742779292
97,1.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.4664237578743225,-0.47908676070718687,0.7107630931786129,0.5815910210596833
98,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.36065691773128333,-0.47908676070718687,0.7107630931786129,-0.19867430616627776
99,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.36065691773128333,0.481287771858981,-0.444999501816175,-0.14067394486072518
100,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
101,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
102,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.6168020625298872,-0.47908676070718687,0.7107630931786129,0.8508905652921176
103,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.285467765403501,-0.47908676070718687,-0.444999501816175,-0.4760281672386766
104,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.5862243747146304,1.4416623044251486,-0.444999501816175,-0.4901261217266795
105,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
106,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,-0.4954428215130219
107,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4930261397919572
108,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.6614135270424127,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
109,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.17644083433248264
110,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.338115897992454,-0.47908676070718687,-0.444999501816175,0.3619958531207306
111,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.1055315526604725,0.481287771858981,-0.444999501816175,-0.3638941353812749
112,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
113,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.6919912148576696,0.481287771858981,-0.444999501816175,-0.45339255956649627
114,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.9175586718410166,-0.47908676070718687,-0.444999501816175,-0.36381486822082393
115,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,-0.4901261217266795
116,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3.105060977695339,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
117,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.015288843907628425,0.481287771858981,-0.444999501816175,-0.23734121370331285
118,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.39123460554654016,-0.47908676070718687,0.7107630931786129,4.142088200704293
119,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-2.0453959567577518,3.3624113695574844,1.8665256881734007,-0.03868997623179524
120,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.6168020625298872,1.4416623044251486,-0.444999501816175,0.7776651091438576
121,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
122,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.2478731892396098,0.481287771858981,-0.444999501816175,-0.061971321259844045
123,1.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.2478731892396098,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
124,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1.8644399642869303,-0.47908676070718687,0.7107630931786129,0.8508905652921176
125,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.2935044334799284,0.481287771858981,-0.444999501816175,-0.4260028556126374
126,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
127,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.5052700160635594
128,1.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.9927478241687989,0.481287771858981,0.7107630931786129,-0.21108058344953548
129,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.1877375933368892,-0.47908676070718687,-0.444999501816175,-0.5084929028067712
130,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.285467765403501,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
131,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.6919912148576696,-0.47908676070718687,-0.444999501816175,-0.5070428937741324
132,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.338115897992454,0.481287771858981,-0.444999501816175,-0.3630086631986768
133,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.015288843907628425,0.481287771858981,-0.444999501816175,-0.14067394486072518
134,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
135,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.4664237578743225,-0.47908676070718687,-0.444999501816175,-0.3524564641318199
136,1.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.7671803671854519,-0.47908676070718687,1.8665256881734007,-0.13519677740810415
137,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5862243747146304,0.481287771858981,-0.444999501816175,0.38326265226609996
138,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.46515309949388545
139,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,0.8878657956244075
140,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.24085630089097548,-0.47908676070718687,1.8665256881734007,-0.3485897733781164
141,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
142,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.39123460554654016,0.481287771858981,-0.444999501816175,-0.3369085006111781
143,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.5128429299046876
144,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.8423695195132342,-0.47908676070718687,-0.444999501816175,-0.4210090245042294
145,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,0.481287771858981,0.7107630931786129,0.06716068315083827
146,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.16566714856319312,-0.47908676070718687,-0.444999501816175,-0.49262400395357203
147,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.5190718904632754,1.4416623044251486,1.8665256881734007,0.02124373045060914
148,0.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.5486297985507392,-0.47908676070718687,1.8665256881734007,-0.14067394486072518
149,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.9621701363535421,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
150,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.6388725073035832,-0.47908676070718687,-0.444999501816175,-0.4011922343914989
151,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.5416129102021049,0.481287771858981,-0.444999501816175,0.6442642781410864
152,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.9772236927786038,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
153,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.8493864078618686,-0.47908676070718687,1.8665256881734007,-0.3630086631986768
154,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5019678621598965
155,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.6388725073035832,-0.47908676070718687,0.7107630931786129,0.5433281827064101
156,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.4938323448141044
157,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
158,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.47586769957239783
159,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.1055315526604725,7.203909499822155,1.8665256881734007,0.7012979667582132
160,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.1125484410091069,-0.47908676070718687,0.7107630931786129,-0.3320751371690487
161,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.8117918316979774,-0.47908676070718687,-0.444999501816175,-0.33884184598802985
162,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.24085630089097548,-0.47908676070718687,-0.444999501816175,-0.4930261397919572
163,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.9175586718410166,-0.47908676070718687,-0.444999501816175,-0.47586769957239783
164,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-2.120585109085534,3.3624113695574844,0.7107630931786129,0.12395270359585853
165,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.5190718904632754,-0.47908676070718687,1.8665256881734007,-0.2465246042433587
166,1.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.059900308420153925,-0.47908676070718687,0.7107630931786129,0.4199962144262832
167,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.1877375933368892,0.481287771858981,4.178050878162977,-0.1039403827005419
168,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.142123953893364
169,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,0.4489151945732318
170,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2.3907640305814066,-0.47908676070718687,-0.444999501816175,0.0043269584031563
171,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.895017652102187,3.3624113695574844,0.7107630931786129,-0.0802569018341079
172,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-2.120585109085534,0.481287771858981,0.7107630931786129,-0.4280986020011448
173,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.6168020625298872,-0.47908676070718687,-0.444999501816175,-0.4901261217266795
174,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2.014818268942495,-0.47908676070718687,-0.444999501816175,-0.04988791265452059
175,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.8423695195132342,0.481287771858981,0.7107630931786129,-0.4914949302534906
176,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.7446393474466224,2.4020368369913165,0.7107630931786129,-0.15098447575547558
177,0.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.563683354975801,-0.47908676070718687,-0.444999501816175,-0.08823195151362141
178,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
179,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.5110352223868481,-0.47908676070718687,-0.444999501816175,-0.643343742842181
180,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.1055315526604725,7.203909499822155,1.8665256881734007,0.7012979667582132
181,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.35237526362599214
182,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.5190718904632754,3.3624113695574844,1.8665256881734007,-0.036514962682837
183,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-2.120585109085534,1.4416623044251486,0.7107630931786129,0.11066095413000272
184,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.895017652102187,-0.47908676070718687,1.8665256881734007,-0.21752442359058238
